date,device,attribute1,attribute2,attribute3,attribute4,attribute5,attribute6,attribute7,attribute9,failure,afailure
3/6/15,S1F03YZM,0.176174731,0,0,0,-0.391565657,-0.33180142,0,0,no,no
3/7/15,S1F03YZM,0.449050399,0,0,0,-0.391565657,-0.33180142,0,0,no,no
3/8/15,S1F03YZM,1.221923623,0,0,0,-0.391565657,-0.33180142,0,0,no,no
3/9/15,S1F03YZM,1.439094638,0,0,0,-0.391565657,-0.33180142,0,0,no,no
3/10/15,S1F03YZM,0.432549631,0,0,0,-0.391565657,-0.33180142,0,0,no,no
3/11/15,S1F03YZM,-0.229231973,0,0,0,-0.391565657,-0.33180142,0,0,no,no
3/12/15,S1F03YZM,0.502116382,0,0,0,-0.391565657,-0.33180142,0,0,no,no
3/13/15,S1F03YZM,0.198302655,0,0,0,-0.391565657,-0.33180142,0,0,no,no
3/14/15,S1F03YZM,0.209269142,0,0,0,-0.391565657,-0.33180142,0,0,no,no
3/15/15,S1F03YZM,0.719802982,0,0,0,-0.391565657,-0.33180142,0,0,no,no
3/16/15,S1F03YZM,0.861635783,0,0,0,-0.391565657,-0.33180142,0,0,no,no
3/17/15,S1F03YZM,0.588987536,0,0,0,-0.391565657,-0.33180142,0,0,no,no
3/18/15,S1F03YZM,1.103778785,0,0,0,-0.391565657,-0.326780453,0,0,no,no
3/19/15,S1F03YZM,1.373734318,0,0,0,-0.391565657,-0.313149232,0,0,no,no
3/20/15,S1F03YZM,-0.501192281,0,0,0,-0.391565657,-0.305395971,0,0,no,no
3/21/15,S1F03YZM,-0.464333225,0,0,0,-0.391565657,-0.305395971,0,0,no,no
3/22/15,S1F03YZM,0.091199809,0,0,0,-0.391565657,-0.300768212,0,0,no,no
3/23/15,S1F03YZM,0.401762126,0,0,0,-0.391565657,-0.287570528,0,0,no,no
3/24/15,S1F03YZM,-0.103357559,0,0,0,-0.391565657,-0.27510885,0,0,no,no
3/25/15,S1F03YZM,0.174901948,0,0,0,-0.391565657,-0.261780097,0,0,no,no
3/26/15,S1F03YZM,0.344319971,0,0,0,-0.391565657,-0.248249698,0,0,no,no
3/27/15,S1F03YZM,0.665544943,0,0,0,-0.391565657,-0.234890698,0,0,no,no
3/28/15,S1F03YZM,0.971243548,0,0,0,-0.391565657,-0.220795693,0,0,no,no
3/29/15,S1F03YZM,1.244402839,0,0,0,-0.391565657,-0.20728546,0,0,no,no
3/30/15,S1F03YZM,1.565841379,0,0,0,-0.391565657,-0.193896213,0,0,no,no
3/31/15,S1F03YZM,-1.616775877,0,0,0,-0.391565657,-0.179690303,0,0,no,no
4/1/15,S1F03YZM,-1.367438072,0,0,0,-0.391565657,-0.166038917,0,0,no,no
4/2/15,S1F03YZM,1.555334842,0,0,0,-0.391565657,-0.153839378,0,0,no,no
4/3/15,S1F03YZM,-1.655693073,0,0,0,-0.391565657,-0.140329144,0,0,no,no
4/4/15,S1F03YZM,-0.767812236,0,0,0,-0.391565657,-0.131517245,0,0,no,no
4/5/15,S1F03YZM,-0.831536558,0,0,0,-0.391565657,-0.131517245,0,0,no,no
4/6/15,S1F03YZM,0.043977276,0,0,0,-0.391565657,-0.131517245,0,0,no,no
4/7/15,S1F03YZM,0.817738836,0,0,0,-0.391565657,-0.12276584,0,0,no,no
4/8/15,S1F03YZM,0.95489799,0,0,0,-0.391565657,-0.109306018,0,0,no,no
4/9/15,S1F03YZM,1.016742771,0,0,0,-0.391565657,-0.101945965,0,0,no,no
4/10/15,S1F03YZM,-1.366693704,0,0,0,-0.391565657,-0.101945965,0,0,no,no
4/11/15,S1F03YZM,-1.299285576,0,0,0,-0.391565657,-0.101945965,0,0,no,no
4/12/15,S1F03YZM,0.008780558,0,0,0,-0.391565657,-0.092065346,0,0,no,no
4/13/15,S1F03YZM,0.256442058,0,0,0,-0.391565657,-0.07845429,0,0,no,no
4/14/15,S1F03YZM,0.592744006,0,0,0,-0.391565657,-0.065024714,0,0,no,no
4/15/15,S1F03YZM,0.835708811,0,0,0,-0.391565657,-0.051474151,0,0,no,no
4/16/15,S1F03YZM,-0.70943349,0,0,0,-0.391565657,-0.04492068,0,0,no,no
4/17/15,S1F03YZM,-1.546753604,0,0,0,-0.391565657,-0.04492068,0,0,no,no
4/18/15,S1F03YZM,1.545949058,0,0,0,-0.391565657,-0.04492068,0,0,no,no
4/19/15,S1F03YZM,-0.645279645,0,0,0,-0.391565657,-0.04492068,0,0,no,no
4/20/15,S1F03YZM,-0.491253217,0,0,0,-0.391565657,-0.04492068,0,0,no,no
4/21/15,S1F03YZM,-1.005348807,0,0,0,-0.391565657,-0.04492068,0,0,no,no
4/22/15,S1F03YZM,0.036421075,0,0,0,-0.391565657,-0.04492068,0,0,no,no
4/23/15,S1F03YZM,-6.87492E-05,0,0,0,-0.391565657,-0.044900515,0,0,no,no
4/24/15,S1F03YZM,-0.532033945,0,0,0,-0.391565657,-0.044880351,0,0,no,no
4/25/15,S1F03YZM,-0.834559334,0,0,0,-0.391565657,-0.044880351,0,0,no,no
4/26/15,S1F03YZM,-0.216189861,0,0,0,-0.391565657,-0.044880351,0,0,no,no
4/27/15,S1F03YZM,-0.540976014,0,0,0,-0.391565657,-0.044880351,0,0,no,no
4/28/15,S1F03YZM,-0.967008281,0,0,0,-0.391565657,-0.044880351,0,0,no,no
4/29/15,S1F03YZM,-1.605342967,0,0,0,-0.391565657,-0.044729117,0,0,no,no
4/30/15,S1F03YZM,1.195109563,0,0,0,-0.391565657,-0.044729117,0,0,no,no
5/1/15,S1F03YZM,-0.23543137,0,0,0,-0.391565657,-0.044708952,0,0,no,no
5/2/15,S1F03YZM,-1.171169883,0,0,0,-0.391565657,-0.044708952,0,0,no,no
5/3/15,S1F03YZM,-1.516591591,0,0,0,-0.391565657,-0.044708952,0,0,no,no
5/4/15,S1F03YZM,-1.468150774,0,0,0,-0.391565657,-0.044708952,0,0,no,no
5/5/15,S1F03YZM,1.14671893,0,0,0,-0.391565657,-0.044708952,0,0,no,no
5/6/15,S1F03YZM,1.50436776,0,0,0,-0.391565657,-0.044708952,0,0,no,no
5/7/15,S1F03YZM,0.096139253,0,0,0,-0.391565657,-0.044708952,0,0,no,no
5/8/15,S1F03YZM,-1.424514061,0,0,0,-0.391565657,-0.039819054,0,0,no,no
5/9/15,S1F03YZM,-1.246335177,0,0,0,-0.391565657,-0.026470137,0,0,no,no
5/10/15,S1F03YZM,-1.027933388,0,0,0,-0.391565657,-0.012748175,0,0,no,no
5/11/15,S1F03YZM,-0.791639285,0,0,0,-0.391565657,0.001457735,0,0,no,no
5/12/15,S1F03YZM,0.662536815,0,0,0,-0.391565657,0.00775915,0,0,no,no
5/13/15,S1F03YZM,-0.534253652,0,0,0,-0.391565657,0.00775915,0,0,no,no
5/14/15,S1F03YZM,-0.198039811,0,0,0,-0.391565657,0.00775915,0,0,no,no
5/15/15,S1F03YZM,-1.608685925,0,0,0,-0.391565657,0.007779314,0,0,no,no
5/16/15,S1F03YZM,0.664536595,0,0,0,-0.391565657,0.007779314,0,0,no,no
5/17/15,S1F03YZM,1.31077446,0,0,0,-0.391565657,0.007779314,0,0,no,no
5/18/15,S1F03YZM,0.431470888,1.06921E-05,0,0,-0.391565657,0.007779314,0,0,no,no
5/19/15,S1F03YZM,0.439979575,1.06921E-05,0,0,-0.391565657,0.007779314,0,0,no,no
5/20/15,S1F03YZM,-0.400243757,1.06921E-05,0,0,-0.391565657,0.007960795,0,0,no,no
5/21/15,S1F03YZM,1.32241617,1.06921E-05,0,0,-0.391565657,0.007960795,0,0,no,no
5/22/15,S1F03YZM,1.182413407,1.06921E-05,0,0,-0.391565657,0.007960795,0,0,no,no
5/23/15,S1F03YZM,0.356591828,1.06921E-05,0,0,-0.391565657,0.007960795,0,0,no,no
5/24/15,S1F03YZM,-0.888466307,1.06921E-05,0,0,-0.391565657,0.007960795,0,0,no,no
5/25/15,S1F03YZM,-1.524626589,1.06921E-05,0,0,-0.391565657,0.007960795,0,0,no,no
5/26/15,S1F03YZM,-1.574519243,1.06921E-05,0,0,-0.391565657,0.007960795,0,0,no,no
5/27/15,S1F03YZM,1.692524765,1.06921E-05,0,0,-0.391565657,0.007970877,0,0,no,no
5/28/15,S1F03YZM,1.115261766,1.06921E-05,0,0,-0.391565657,0.007970877,0,0,no,no
5/29/15,S1F03YZM,-0.025464467,1.06921E-05,0,0,-0.391565657,0.014756241,0,0,no,no
5/30/15,S1F03YZM,0.131423623,1.06921E-05,0,0,-0.391565657,0.028226146,0,0,no,no
5/31/15,S1F03YZM,0.404430884,1.06921E-05,0,0,-0.391565657,0.042149752,0,0,no,no
6/1/15,S1F03YZM,0.674295698,1.06921E-05,0,0,-0.391565657,0.055468423,0,0,no,no
6/2/15,S1F03YZM,-1.63733797,1.06921E-05,0,0,-0.391565657,0.059350095,0,0,no,no
6/3/15,S1F03YZM,1.056623468,1.06921E-05,0,0,-0.391565657,0.059350095,0,0,no,no
6/4/15,S1F03YZM,-0.029766384,1.06921E-05,0,0,-0.391565657,0.059350095,0,0,no,no
6/5/15,S1F03YZM,-0.421769124,1.06921E-05,0,0,-0.391565657,0.059360177,0,0,no,no
6/6/15,S1F03YZM,-0.764278871,1.06921E-05,0,0,-0.391565657,0.059360177,0,0,no,no
6/7/15,S1F03YZM,0.996224277,1.06921E-05,0,0,-0.391565657,0.059360177,0,0,no,no
6/8/15,S1F03YZM,0.3934594,1.06921E-05,0,0,-0.391565657,0.059360177,0,0,no,no
6/9/15,S1F03YZM,-0.732421251,1.06921E-05,0,0,-0.391565657,0.059360177,0,0,no,no
6/10/15,S1F03YZM,-0.117927807,1.06921E-05,0,0,-0.391565657,0.059360177,0,0,no,no
6/11/15,S1F03YZM,-0.276587234,1.06921E-05,0,0,-0.391565657,0.063191437,0,0,no,no
6/12/15,S1F03YZM,-0.115933249,1.06921E-05,0,0,-0.391565657,0.076772247,0,0,no,no
6/13/15,S1F03YZM,-1.605066611,2.13843E-05,0,0,-0.391565657,0.082993004,0,0,no,no
6/14/15,S1F03YZM,-1.56526948,2.13843E-05,0,0,-0.391565657,0.082993004,0,0,no,no
6/15/15,S1F03YZM,0.860900611,2.13843E-05,0,0,-0.391565657,0.082993004,0,0,no,no
6/16/15,S1F03YZM,-0.597919956,2.13843E-05,0,0,-0.391565657,0.082993004,0,0,no,no
6/17/15,S1F03YZM,-1.24519762,2.13843E-05,0,0,-0.391565657,0.082993004,0,0,no,no
6/18/15,S1F03YZM,1.077348264,2.13843E-05,0,0,-0.391565657,0.082993004,0,0,no,no
6/19/15,S1F03YZM,-0.788828375,2.13843E-05,0,0,-0.391565657,0.084142382,0,0,no,no
6/20/15,S1F03YZM,-0.955369296,2.13843E-05,0,0,-0.391565657,0.084162547,0,0,no,no
6/21/15,S1F03YZM,-0.597441044,2.13843E-05,0,0,-0.391565657,0.084162547,0,0,no,no
6/22/15,S1F03YZM,-1.310276134,2.13843E-05,0,0,-0.391565657,0.084162547,0,0,no,no
6/23/15,S1F03YZM,0.986571674,2.13843E-05,0,0,-0.391565657,0.084162547,0,0,no,no
6/24/15,S1F03YZM,1.100521777,2.13843E-05,0,0,-0.391565657,0.084162547,0,0,no,no
6/25/15,S1F03YZM,0.155282464,2.13843E-05,0,0,-0.391565657,0.084263369,0,0,no,no
6/26/15,S1F03YZM,-0.14282656,2.13843E-05,0,0,-0.391565657,0.084313781,0,0,no,no
6/27/15,S1F03YZM,-0.774356227,2.13843E-05,0,0,-0.391565657,0.084313781,0,0,no,no
6/28/15,S1F03YZM,-0.230851621,2.13843E-05,0,0,-0.391565657,0.084313781,0,0,no,no
6/29/15,S1F03YZM,-1.305657781,2.13843E-05,0,0,-0.391565657,0.084313781,0,0,no,no
6/30/15,S1F03YZM,1.112855854,2.13843E-05,0,0,-0.391565657,0.084333945,0,0,no,no
7/1/15,S1F03YZM,1.362944725,2.13843E-05,0,0,-0.391565657,0.084333945,0,0,no,no
7/2/15,S1F03YZM,0.778016755,2.13843E-05,0,0,-0.391565657,0.084344027,0,0,no,no
7/3/15,S1F03YZM,1.238493877,2.13843E-05,0,0,-0.391565657,0.08435411,0,0,no,no
7/4/15,S1F03YZM,-0.323487995,2.13843E-05,0,0,-0.391565657,0.08435411,0,0,no,no
7/5/15,S1F03YZM,1.35008598,2.13843E-05,0,0,-0.391565657,0.08435411,0,0,no,no
7/6/15,S1F03YZM,1.326524728,3.20764E-05,0,0,-0.391565657,0.08435411,0,0,no,no
7/7/15,S1F03YZM,-1.471086691,6.41528E-05,0,0,-0.391565657,0.08435411,0,0,no,no
7/8/15,S1F03YZM,-1.499887927,6.41528E-05,0,0,-0.391565657,0.08435411,0,0,no,no
7/9/15,S1F03YZM,-1.657748374,6.41528E-05,0,0,-0.391565657,0.08435411,0,0,no,no
7/10/15,S1F03YZM,-0.548131873,6.41528E-05,0,0,-0.391565657,0.08435411,0,0,no,no
7/11/15,S1F03YZM,0.656812015,6.41528E-05,0,0,-0.391565657,0.08435411,0,0,no,no
7/12/15,S1F03YZM,-1.712942778,7.48449E-05,0,0,-0.391565657,0.08435411,0,0,no,no
7/13/15,S1F03YZM,0.083827543,8.5537E-05,0,0,-0.391565657,0.089969931,0,0,no,no
7/14/15,S1F03YZM,0.405230773,8.5537E-05,0,0,-0.391565657,0.103691892,0,0,no,no
7/15/15,S1F03YZM,0.673882866,8.5537E-05,0,0,-0.391565657,0.117595334,0,0,no,no
7/16/15,S1F03YZM,0.959170159,8.5537E-05,0,0,-0.391565657,0.131448365,0,0,no,no
7/17/15,S1F03YZM,1.258530847,8.5537E-05,0,0,-0.391565657,0.145140079,0,0,no,no
7/18/15,S1F03YZM,1.498111593,8.5537E-05,0,0,-0.391565657,0.159114097,0,0,no,no
7/19/15,S1F03YZM,-1.679587452,0.000192458,0,0,-0.391565657,0.172271452,0,0,no,no
7/20/15,S1F03YZM,-1.400508413,0.000192458,0,0,-0.391565657,0.186144647,0,0,no,no
7/21/15,S1F03YZM,-1.160999992,0.00020315,0,0,-0.391565657,0.200048089,0,0,no,no
7/22/15,S1F03YZM,-0.891949828,0.000267303,0,0,-0.391565657,0.213860791,0,0,no,no
7/23/15,S1F03YZM,-0.07822832,0.00029938,0,0,-0.391565657,0.224336263,0,0,no,no
7/24/15,S1F03YZM,0.469433099,0.00029938,0,0,-0.391565657,0.235759468,0,0,no,no
7/25/15,S1F03YZM,1.146459832,0.00029938,0,0,-0.391565657,0.242030637,0,0,no,no
7/26/15,S1F03YZM,0.344605525,0.00029938,0,0,-0.391565657,0.24329092,0,0,no,no
7/27/15,S1F03YZM,0.681387065,0.000310072,0,0,-0.391565657,0.255611446,0,0,no,no
7/28/15,S1F03YZM,1.050269088,0.000310072,0,0,-0.391565657,0.268385675,0,0,no,no
7/29/15,S1F03YZM,1.454904856,0.000310072,0,0,-0.391565657,0.281472454,0,0,no,no
7/30/15,S1F03YZM,-1.682080336,0.000310072,0,0,-0.391565657,0.294297093,0,0,no,no
7/31/15,S1F03YZM,-1.319499669,0.000320764,0,0,-0.391565657,0.307121733,0,0,no,no
8/1/15,S1F03YZM,-0.938434237,0.000320764,0,0,-0.391565657,0.320329499,0,0,no,no
8/2/15,S1F03YZM,-0.525474512,0.000320764,0,0,-0.391565657,0.332811342,0,0,no,yes
8/3/15,S1F03YZM,-0.172988346,0.000320764,0,0,-0.391565657,0.345706558,0,0,yes,yes
1/3/15,S1F09DZQ,-0.961488874,0.000181766,0,0.000254223,-0.516547464,1.225424423,0,3.37997E-05,no,no
1/4/15,S1F09DZQ,-0.634054513,0.000192458,0,0.000254223,-0.516547464,1.238309556,0,3.37997E-05,no,no
1/5/15,S1F09DZQ,-0.282314192,0.000192458,0,0.000254223,-0.516547464,1.25106362,0,3.37997E-05,no,no
1/6/15,S1F09DZQ,0.09258318,0.000192458,0,0.000254223,-0.516547464,1.263414394,0,3.37997E-05,no,no
1/7/15,S1F09DZQ,0.506433626,0.000192458,0,0.000254223,-0.516547464,1.274908175,0,3.37997E-05,no,no
1/8/15,S1F09DZQ,0.805773083,0.000192458,0,0.000254223,-0.516547464,1.287410182,0,3.37997E-05,no,no
1/9/15,S1F09DZQ,1.170634654,0.000192458,0,0.000254223,-0.516547464,1.298883799,0,3.37997E-05,no,no
1/10/15,S1F09DZQ,1.472976903,0.000192458,0,0.000254223,-0.516547464,1.307584792,0,3.37997E-05,no,no
1/11/15,S1F09DZQ,-1.71632468,0.000192458,0,0.000254223,-0.516547464,1.31728393,0,3.37997E-05,no,no
1/12/15,S1F09DZQ,-1.440939438,0.000192458,0,0.000254223,-0.516547464,1.33055219,0,3.37997E-05,no,no
1/13/15,S1F09DZQ,-1.13476283,0.000192458,0,0.000254223,-0.516547464,1.342902963,0,3.37997E-05,no,no
1/14/15,S1F09DZQ,-0.842006195,0.000192458,0,0.000254223,-0.516547464,1.354114441,0,3.37997E-05,no,no
1/15/15,S1F09DZQ,-0.465691276,0.000192458,0,0.000254223,-0.516547464,1.36666686,0,3.37997E-05,no,no
1/16/15,S1F09DZQ,-0.196280055,0.00020315,0,0.000254223,-0.516547464,1.377948913,0,3.37997E-05,no,no
1/17/15,S1F09DZQ,-0.914264297,0.00020315,0,0.000254223,-0.516547464,1.378684918,0,3.37997E-05,no,no
1/18/15,S1F09DZQ,0.989046506,0.00020315,0,0.000254223,-0.516547464,1.378684918,0,3.37997E-05,no,no
1/19/15,S1F09DZQ,0.570686932,0.00020315,0,0.000254223,-0.516547464,1.378684918,0,3.37997E-05,no,no
1/20/15,S1F09DZQ,0.030873398,0.00020315,0,0.000254223,-0.516547464,1.378684918,0,3.37997E-05,no,no
1/21/15,S1F09DZQ,-0.774096561,0.00020315,0,0.000254223,-0.516547464,1.378684918,0,3.37997E-05,no,no
1/22/15,S1F09DZQ,0.387972807,0.00020315,0,0.000254223,-0.45405656,1.379400759,0,3.37997E-05,no,no
1/23/15,S1F09DZQ,-1.304713583,0.000213843,0,0.000254223,-0.45405656,1.385571105,0,3.37997E-05,no,no
1/24/15,S1F09DZQ,1.096027864,0.000213843,0,0.000254223,-0.45405656,1.385571105,0,3.37997E-05,no,no
1/25/15,S1F09DZQ,0.045048639,0.000213843,0,0.000254223,-0.45405656,1.385571105,0,3.37997E-05,no,no
1/26/15,S1F09DZQ,0.066341816,0.000245919,0,0.000254223,-0.45405656,1.395179502,0,3.37997E-05,no,no
1/27/15,S1F09DZQ,-0.159729373,0.000245919,0,0.000254223,-0.45405656,1.404394692,0,3.37997E-05,no,no
1/28/15,S1F09DZQ,1.558065139,0.000245919,0,0.000254223,-0.45405656,1.404586255,0,3.37997E-05,no,no
1/29/15,S1F09DZQ,-0.496415994,0.000245919,0,0.000254223,-0.45405656,1.409536646,0,3.37997E-05,no,no
1/30/15,S1F09DZQ,-1.531205097,0.000245919,0,0.000254223,-0.45405656,1.409536646,0,3.37997E-05,no,no
1/31/15,S1F09DZQ,0.026243236,0.000245919,0,0.000254223,-0.45405656,1.409536646,0,3.37997E-05,no,no
2/1/15,S1F09DZQ,-1.177251086,0.000245919,0,0.000254223,-0.45405656,1.409536646,0,3.37997E-05,no,no
2/2/15,S1F09DZQ,1.192936294,0.000245919,0,0.000254223,-0.45405656,1.409536646,0,3.37997E-05,no,no
2/3/15,S1F09DZQ,-0.375059905,0.000245919,0,0.000254223,-0.45405656,1.409536646,0,3.37997E-05,no,no
2/4/15,S1F09DZQ,0.625800041,0.000256611,0,0.000254223,-0.45405656,1.411048986,0,3.37997E-05,no,no
2/5/15,S1F09DZQ,-1.242054947,0.000256611,0,0.000254223,-0.45405656,1.411048986,0,3.37997E-05,no,no
2/6/15,S1F09DZQ,0.5531693,0.000256611,0,0.000254223,-0.45405656,1.411048986,0,3.37997E-05,no,no
